requested_date_ad,returned_bs_date,parsed_row_count,status
2025-11-05,"कार्तिक १९, २०८२",105.0,saved
2025-11-06,"कार्तिक २०, २०८२",106.0,saved
2025-11-07,"कार्तिक २१, २०८२",103.0,saved
2025-11-08,"कार्तिक २२, २०८२",104.0,saved
2025-11-09,"कार्तिक २३, २०८२",103.0,saved
2025-11-10,"कार्तिक २४, २०८२",104.0,saved
2025-11-11,"कार्तिक २५, २०८२",103.0,saved
2025-11-12,"कार्तिक २६, २०८२",103.0,saved
2025-11-13,"कार्तिक २७, २०८२",103.0,saved
2025-11-14,"कार्तिक २८, २०८२",108.0,saved
2025-11-15,"कार्तिक २९, २०८२",108.0,saved
2025-11-16,"कार्तिक ३०, २०८२",109.0,saved
2025-11-17,"मङ्सिर ०१, २०८२",107.0,saved
2025-11-18,"मङ्सिर ०२, २०८२",106.0,saved
2025-11-19,"मङ्सिर ०३, २०८२",107.0,saved
2025-11-20,"मङ्सिर ०४, २०८२",106.0,saved
2025-11-21,"मङ्सिर ०५, २०८२",108.0,saved
2025-11-22,"मङ्सिर ०६, २०८२",105.0,saved
2025-11-23,"मङ्सिर ०७, २०८२",103.0,saved
2025-11-24,"मङ्सिर ०८, २०८२",106.0,saved
2025-11-25,"मङ्सिर ०९, २०८२",107.0,saved
2025-11-26,"मङ्सिर १०, २०८२",111.0,saved
2025-11-27,"मङ्सिर ११, २०८२",110.0,saved
2025-11-28,"मङ्सिर १२, २०८२",109.0,saved
2025-11-29,"मङ्सिर १३, २०८२",110.0,saved
2025-11-30,"मङ्सिर १४, २०८२",109.0,saved
2025-12-01,"मङ्सिर १५, २०८२",112.0,saved
2025-12-02,"मङ्सिर १६, २०८२",112.0,saved
2025-12-03,"मङ्सिर १७, २०८२",112.0,saved
2025-12-04,"मङ्सिर १८, २०८२",112.0,saved
2025-12-05,"मङ्सिर १९, २०८२",111.0,saved
2025-12-06,"मङ्सिर २०, २०८२",112.0,saved
2025-12-07,"मङ्सिर २१, २०८२",112.0,saved
2025-12-08,"मङ्सिर २२, २०८२",112.0,saved
2025-12-09,"मङ्सिर २३, २०८२",111.0,saved
2025-12-10,"मङ्सिर २४, २०८२",110.0,saved
2025-12-11,"मङ्सिर २५, २०८२",110.0,saved
2025-12-12,"मङ्सिर २६, २०८२",110.0,saved
2025-12-13,"मङ्सिर २७, २०८२",110.0,saved
2025-12-14,"मङ्सिर २८, २०८२",111.0,saved
2025-12-15,"मङ्सिर २९, २०८२",108.0,saved
2025-12-16,"पुस ०१, २०८२",110.0,saved
2025-12-17,"पुस ०२, २०८२",100.0,saved
2025-12-18,"पुस ०३, २०८२",108.0,saved
2025-12-19,"पुस ०४, २०८२",109.0,saved
2025-12-20,"पुस ०५, २०८२",109.0,saved
2025-12-21,"पुस ०६, २०८२",110.0,saved
2025-12-22,"पुस ०७, २०८२",109.0,saved
2025-12-23,"पुस ०८, २०८२",109.0,saved
2025-12-24,"पुस ०९, २०८२",110.0,saved
2025-12-25,"पुस १०, २०८२",110.0,saved
2025-12-26,"पुस ११, २०८२",111.0,saved
2025-12-27,"पुस १२, २०८२",111.0,saved
2025-12-28,"पुस १३, २०८२",106.0,saved
2025-12-29,"पुस १४, २०८२",105.0,saved
2025-12-30,"पुस १५, २०८२",105.0,saved
2025-12-31,"पुस १६, २०८२",106.0,saved
2026-01-01,"पुस १७, २०८२",108.0,saved
2026-01-02,"पुस १८, २०८२",107.0,saved
2026-01-03,"पुस १९, २०८२",107.0,saved
2026-01-04,"पुस २०, २०८२",106.0,saved
2026-01-05,"पुस २१, २०८२",105.0,saved
2026-01-06,"पुस २२, २०८२",105.0,saved
2026-01-07,"पुस २३, २०८२",105.0,saved
2026-01-08,"पुस २४, २०८२",105.0,saved
2026-01-09,"पुस २५, २०८२",106.0,saved
2026-01-10,"पुस २६, २०८२",105.0,saved
2026-01-11,"पुस २७, २०८२",103.0,saved
2026-01-12,"पुस २८, २०८२",105.0,saved
2026-01-13,"पुस २९, २०८२",104.0,saved
2026-01-14,"पुस ३०, २०८२",105.0,saved
2026-01-15,"माघ ०१, २०८२",104.0,saved
2026-01-16,"माघ ०२, २०८२",105.0,saved
2026-01-17,"माघ ०३, २०८२",108.0,saved
2026-01-18,"माघ ०४, २०८२",107.0,saved
2026-01-19,"माघ ०५, २०८२",107.0,saved
2026-01-20,"माघ ०६, २०८२",107.0,saved
2026-01-21,"माघ ०७, २०८२",107.0,saved
2026-01-22,"माघ ०८, २०८२",108.0,saved
2026-01-23,"माघ ०९, २०८२",105.0,saved
2026-01-24,"माघ १०, २०८२",104.0,saved
2026-01-25,"माघ ११, २०८२",104.0,saved
2026-01-26,"माघ १२, २०८२",102.0,saved
2026-01-27,"माघ १३, २०८२",103.0,saved
2026-01-28,"माघ १४, २०८२",103.0,saved
2026-01-29,"माघ १५, २०८२",103.0,saved
2026-01-30,"माघ १६, २०८२",101.0,saved
2026-01-31,"माघ १७, २०८२",99.0,saved
