fetched_at_utc,requested_date_ad,scrape_date_bs,commodity,unit,min_price,max_price,avg_price
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मेथीको साग,केजी,60.0,80.0,70.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मेवा(नेपाली),केजी,50.0,70.0,60.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मेवा(भारतीय),केजी,100.0,120.0,110.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मौसम,केजी,120.0,150.0,135.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",राजा च्याउ,केजी,280.0,300.0,290.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",रातो बन्दा,केजी,60.0,80.0,70.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",रायो साग,केजी,40.0,50.0,45.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",रुख कटहर,केजी,100.0,120.0,110.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",रुख टमाटर,केजी,250.0,280.0,265.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",लप्सी,केजी,200.0,220.0,210.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",लसुन सुकेको चाइनिज,केजी,230.0,260.0,246.67
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",लसुन सुकेको नेपाली,केजी,180.0,200.0,190.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",लसुन हरियो,केजी,50.0,70.0,60.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",लौका,केजी,70.0,70.0,70.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सखरखण्ड,केजी,60.0,70.0,65.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सजिवन,केजी,250.0,300.0,275.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सलगम,केजी,50.0,60.0,55.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सिताके च्याउ,केजी,800.0,1000.0,900.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सुन्तला(भारतीय),केजी,120.0,160.0,140.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सेतो मूला(हाइब्रीड),केजी,15.0,20.0,17.5
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सेलरी,केजी,100.0,120.0,110.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",सौफको साग,केजी,60.0,80.0,70.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",स्कूस,केजी,50.0,60.0,55.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",स्ट्रबेरी भुईऐसेलु,केजी,300.0,400.0,350.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",स्थानीय काउली(ज्यापु),केजी,35.0,45.0,38.75
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",स्याउ(झोले),केजी,200.0,250.0,225.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",स्याउ(फूजी),केजी,250.0,300.0,275.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",हरियो धनिया,केजी,50.0,100.0,81.67
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",हरियो फर्सी(डल्लो),केजी,10.0,15.0,12.5
